method,arena,sample,foraging_time_min,pickups,deposits
cpfa_baseline,5x5,1,10,30,30
cpfa_baseline,5x5,2,10,29,29
cpfa_baseline,5x5,3,10,27,27
cpfa_baseline,5x5,4,10,33,33
cpfa_baseline,5x5,5,10,30,29
cpfa_baseline,5x5,6,10,28,27
cpfa_baseline,5x5,7,10,31,31
cpfa_baseline,5x5,8,10,33,33
cpfa_baseline,5x5,9,10,22,20
cpfa_baseline,5x5,10,10,36,35
