method,arena,num_robots,num_tags,sample,foraging_time_min,pickups,deposits
cpfa_baseline,7x7,4,32,1,10,1,1
cpfa_baseline,7x7,4,32,2,10,2,2
cpfa_baseline,7x7,4,32,3,10,7,5
cpfa_baseline,7x7,4,32,4,10,16,16
cpfa_baseline,7x7,4,32,5,10,17,15
cpfa_baseline,7x7,4,32,6,10,10,9
cpfa_baseline,7x7,4,32,7,10,15,15
cpfa_baseline,7x7,4,32,8,10,18,14
cpfa_baseline,7x7,4,32,9,10,15,15
cpfa_baseline,7x7,4,32,10,10,0,0
