method,arena,num_robots,num_tags,sample,foraging_time_min,pickups,deposits
cpfa_baseline,7x7,8,64,1,10,30,30
cpfa_baseline,7x7,8,64,2,10,40,39
cpfa_baseline,7x7,8,64,3,10,30,27
cpfa_baseline,7x7,8,64,4,10,26,26
cpfa_baseline,7x7,8,64,5,10,37,32
cpfa_baseline,7x7,8,64,6,10,31,30
cpfa_baseline,7x7,8,64,7,10,28,28
cpfa_baseline,7x7,8,64,8,10,46,43
cpfa_baseline,7x7,8,64,9,10,22,21
cpfa_baseline,7x7,8,64,10,10,24,23
