method,arena,sample,foraging_time_min,pickups,deposits
cpfa_baseline,9x9,1,50,117,116
cpfa_baseline,9x9,2,50,129,128
cpfa_baseline,9x9,3,50,128,127
cpfa_baseline,9x9,4,50,126,125
cpfa_baseline,9x9,5,50,125,125
cpfa_baseline,9x9,6,50,116,115
cpfa_baseline,9x9,7,50,142,141
cpfa_baseline,9x9,8,50,124,122
cpfa_baseline,9x9,9,50,110,110
cpfa_baseline,9x9,10,50,122,122
