method,arena,sample,foraging_time_min,pickups,deposits
centralized_ppo,5x5,1,10,48,48
centralized_ppo,5x5,2,10,43,42
centralized_ppo,5x5,3,10,45,45
centralized_ppo,5x5,4,10,57,56
centralized_ppo,5x5,5,10,55,54
centralized_ppo,5x5,6,10,47,46
centralized_ppo,5x5,7,10,47,47
centralized_ppo,5x5,8,10,44,44
centralized_ppo,5x5,9,10,55,55
centralized_ppo,5x5,10,10,48,48
