method,arena,sample,foraging_time_min,pickups,deposits
decentralized_ppo,5x5,1,10,52,50
decentralized_ppo,5x5,2,10,55,55
decentralized_ppo,5x5,3,10,58,55
decentralized_ppo,5x5,4,10,52,52
decentralized_ppo,5x5,5,10,54,50
decentralized_ppo,5x5,6,10,54,53
decentralized_ppo,5x5,7,10,41,41
decentralized_ppo,5x5,8,10,40,39
decentralized_ppo,5x5,9,10,39,39
decentralized_ppo,5x5,10,10,49,49
