method,arena,sample,foraging_time_min,pickups,deposits
decentralized_ppo,9x9,1,50,191,188
decentralized_ppo,9x9,2,50,182,182
decentralized_ppo,9x9,3,50,192,192
decentralized_ppo,9x9,4,50,178,176
decentralized_ppo,9x9,5,50,164,163
decentralized_ppo,9x9,6,50,170,168
decentralized_ppo,9x9,7,50,201,200
decentralized_ppo,9x9,8,50,177,176
decentralized_ppo,9x9,9,50,180,180
decentralized_ppo,9x9,10,50,181,178
