method,distribution,arena,sample,completed,status,completion_time_min,elapsed_time_min,steps,pickups,deposits
decentralized,random,5x5,1,true,completed,22.7541,22.7541,42664,64,64
decentralized,random,5x5,2,true,completed,23.992,23.992,44985,64,64
decentralized,random,5x5,3,true,completed,30.0763,30.0763,56393,64,64
decentralized,random,5x5,4,true,completed,19.0752,19.0752,35766,64,64
decentralized,random,5x5,5,true,completed,21.2512,21.2512,39846,64,64
