sample,arena,num_robots,deposits,sim_time_min,sim_rate,wall_time_min,completed,pct_collected
1,7x7,12,101,10.0,10.1,19.76,0,78.9
2,7x7,12,95,10.0,9.5,20.06,0,74.2
3,7x7,12,89,10.0,8.9,20.51,0,69.5
4,7x7,12,94,10.0,9.4,20.21,0,73.4
5,7x7,12,104,10.0,10.4,19.89,0,81.2
6,7x7,12,114,10.0,11.4,18.94,0,89.1
7,7x7,12,87,10.0,8.7,20.83,0,68.0
8,7x7,12,102,10.0,10.2,19.62,0,79.7
9,7x7,12,99,10.0,9.9,19.59,0,77.3
10,7x7,12,98,10.0,9.8,19.73,0,76.6
