sample,arena,num_robots,deposits,sim_time_min,sim_rate,wall_time_min,completed,pct_collected
1,7x7,4,16,10.0,1.6,2.39,0,50.0
2,7x7,4,17,10.0,1.7,2.39,0,53.1
3,7x7,4,24,10.0,2.4,2.33,0,75.0
4,7x7,4,16,10.0,1.6,2.42,0,50.0
5,7x7,4,16,10.0,1.6,2.42,0,50.0
6,7x7,4,9,10.0,0.9,2.47,0,28.1
7,7x7,4,12,10.0,1.2,2.45,0,37.5
8,7x7,4,19,10.0,1.9,2.37,0,59.4
9,7x7,4,10,10.0,1.0,2.48,0,31.2
10,7x7,4,17,10.0,1.7,2.39,0,53.1
