sample,arena,num_robots,deposits,sim_time_min,sim_rate,wall_time_min,completed,pct_collected
1,7x7,16,154,10.0,15.4,40.54,0,74.0
2,7x7,16,159,10.0,15.9,41.28,0,76.4
3,7x7,16,141,10.0,14.1,42.77,0,67.8
4,7x7,16,163,10.0,16.3,38.31,0,78.4
5,7x7,16,163,10.0,16.3,43.58,0,78.4
6,7x7,16,137,10.0,13.7,42.81,0,65.9
7,7x7,16,147,10.0,14.7,41.49,0,70.7
8,7x7,16,157,10.0,15.7,40.39,0,75.5
9,7x7,16,166,10.0,16.6,40.63,0,79.8
10,7x7,16,145,10.0,14.5,42.0,0,69.7
